STATION,NAME,DATE,AWND,CDSD,CLDD,DP01,DP10,DT00,DT32,DX32,DX70,DX90,EMNT,EMXP,EMXT,HDSD,HTDD,PRCP,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Sep-12,6,626,45,14,8,0,0,0,16,0,38,1.17,84,174,156,3.5,61.3,72.2,50.5,290,270,36.9,46
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Oct-12,7.2,626,0,20,13,0,2,0,3,0,25,1.17,72,565,392,3.96,52.4,60.9,43.8,120,120,33.1,52
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Nov-12,5.8,626,0,11,5,0,22,2,0,0,20,0.34,69,1401,836,1.47,37.1,45.4,28.9,310,300,35.1,46
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Dec-12,8.1,626,0,21,11,0,24,6,0,0,4,1.01,63,2346,945,5.54,32.5,39.1,26,110,120,30,41
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jan-13,7.8,0,0,16,5,6,28,12,0,0,-15,0.47,58,3618,1271,1.82,24,33.3,14.7,280,270,36,49
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Feb-13,8.5,0,0,13,6,2,27,15,0,0,-8,0.56,42,4798,1181,1.91,22.8,30.5,15.1,100,100,30,39
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Mar-13,8.3,0,0,10,3,0,29,8,0,0,7,0.38,56,5855,1057,1.02,30.9,39.1,22.8,300,300,29.1,39
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Apr-13,9.2,0,0,17,9,0,14,2,4,0,16,0.75,75,6497,642,3.97,43.6,54.3,32.8,110,120,36,51
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",May-13,6.9,42,42,13,9,0,2,0,19,0,27,1.07,89,6737,240,3.93,58.5,71.7,45.3,330,280,32,41
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jun-13,6,132,90,17,12,0,0,0,22,1,41,1.31,90,6828,91,7.96,65,75,55,260,320,25.1,36
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jul-13,4.9,389,257,17,11,0,0,0,31,5,46,1.16,94,7,7,7.14,73.1,83,63.1,280,290,36.9,67
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Aug-13,4.9,498,109,13,7,0,0,0,30,0,48,0.35,88,34,27,1.98,67.6,78.5,56.8,290,280,23.9,32
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Sep-13,5.1,556,58,12,7,0,0,0,14,1,33,1.76,93,262,227,4.87,59.3,71.2,47.3,330,320,35.1,43
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Oct-13,5.8,556,0,17,8,0,2,0,4,0,21,0.99,75,694,432,4.82,51,60.6,41.5,240,220,31.1,49
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Nov-13,8.7,556,0,17,9,0,22,5,0,0,4,0.84,67,1603,909,4.22,34.7,43.7,25.7,240,240,33.1,46
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Dec-13,7.4,556,0,15,7,2,27,15,0,0,-7,0.53,59,2808,1205,2.56,26.1,33.7,18.5,120,120,29.1,40
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jan-14,8.1,0,0,14,5,12,30,19,0,0,-20,0.66,49,4306,1498,1.94,16.7,26.2,7.1,280,280,36,48
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Feb-14,7.6,0,0,13,5,10,28,21,0,0,-15,0.83,45,5638,1332,2.5,17.4,26.8,8.1,280,260,32,42
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Mar-14,8.3,0,0,9,7,3,30,13,0,0,-12,0.85,47,6927,1289,2.89,23.4,33.6,13.3,280,20,32,41
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Apr-14,9.4,0,0,17,11,0,18,0,3,0,18,0.67,82,7561,635,3.91,43.8,56,31.7,270,270,30,40
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",May-14,7.2,27,27,12,10,0,1,0,18,0,31,1.8,84,7810,249,4.17,57.8,69.9,45.8,290,280,25.9,35
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jun-14,6,117,90,11,8,0,0,0,26,0,46,1.57,87,7857,47,5.61,66.4,77.3,55.6,340,240,23.9,33
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jul-14,5.4,242,125,17,13,0,0,0,30,1,48,0.79,91,24,24,6.09,68.3,78.9,57.7,310,300,40.9,57
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Aug-14,5.6,329,87,16,8,0,0,0,29,0,46,0.87,84,57,33,3.94,66.7,76.8,56.6,110,290,21.9,30
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Sep-14,5.6,374,45,8,5,0,0,0,19,0,33,1.08,88,237,180,3.01,60.5,71.8,49.2,300,240,29.1,42
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Oct-14,7.2,382,7,18,7,0,3,0,7,0,30,2.06,79,638,401,4.72,52.3,61.1,43.5,280,280,28,36
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Nov-14,8.1,382,0,13,7,0,19,8,1,0,16,0.8,71,1491,852,2.35,36.6,43.7,29.5,280,290,35.1,43
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Dec-14,8.1,382,0,18,8,0,23,8,0,0,14,1.15,58,2537,1046,3.35,31.2,36.5,26,280,280,30,42
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jan-15,8.1,0,0,10,3,13,30,24,0,0,-18,1.05,48,4079,1542,1.85,15.3,26,4.5,290,290,36,46
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Feb-15,7.6,0,0,13,5,19,28,27,0,0,-21,0.35,33,5687,1608,1.52,7.6,19.8,-4.6,300,270,29.1,39
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Mar-15,8.3,0,0,16,5,3,31,12,0,0,-12,0.44,47,6956,1269,1.5,24.1,33.9,14.2,290,290,36,46
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Apr-15,8.5,0,0,16,10,0,14,0,5,0,16,0.6,79,7605,648,2.95,43.4,54.8,31.9,320,90,36,48
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",May-15,6.5,70,70,10,7,0,2,0,23,0,30,1.17,88,7783,178,4.12,61.5,75,48.1,290,270,30,40
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jun-15,6.7,125,55,18,9,0,0,0,25,0,40,1.3,85,7856,74,4.17,64.4,74.4,54.4,290,270,31.1,80
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jul-15,5.4,256,131,11,8,0,0,0,31,1,45,0.57,90,15,15,2.41,68.7,80.2,57.3,300,270,21,28
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Aug-15,5.6,378,123,9,4,0,0,0,31,1,50,0.87,90,27,11,1.88,68.6,80.1,57,240,140,28,38
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Sep-15,4.9,484,105,7,7,0,0,0,26,2,41,1.91,90,100,73,4.36,66.1,77.8,54.4,310,310,35.1,45
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Oct-15,6.5,484,0,15,7,0,9,0,2,0,25,1.46,76,643,543,4.68,47.5,57.5,37.5,280,120,30,41
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Nov-15,7.2,484,0,11,6,0,17,0,3,0,22,0.21,73,1267,624,1.13,44.2,54.2,34.2,260,240,30,46
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Dec-15,6.9,484,0,18,11,0,17,1,0,0,22,1.11,68,2053,785,5.52,39.7,46.2,33.1,120,110,32,41
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jan-16,8.3,0,0,14,3,5,29,15,0,0,-8,0.55,52,3338,1285,1.44,23.5,32.3,14.8,280,280,36,46
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Feb-16,8.3,0,0,14,6,5,27,11,0,0,-28,1.53,61,4477,1138,4.52,25.7,36,15.5,290,240,35.1,45
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Mar-16,7.8,0,0,15,10,0,21,2,1,0,7,0.95,75,5316,839,2.97,37.9,49.2,26.6,290,280,35.1,46
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Apr-16,7.2,0,0,10,6,0,15,1,3,0,5,0.84,74,5944,628,2.69,40.8,52.3,29.4,290,290,36,46
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",May-16,6.5,45,45,10,7,0,2,0,15,1,29,1,91,6229,284,3.07,57.3,69.7,44.8,290,300,32,39
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jun-16,6.5,108,63,13,6,0,0,0,25,0,39,1.62,89,6313,85,3.69,64.3,76.4,52.1,310,300,33.1,45
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jul-16,5.6,295,187,13,9,0,0,0,31,1,50,1.8,90,2,2,4.43,71,82.2,59.8,280,280,25.9,38
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Aug-16,5.4,516,221,14,8,0,0,0,31,2,49,1.68,91,8,6,5.5,71.9,82.5,61.3,290,240,25.1,36
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Sep-16,4.9,583,66,9,6,0,0,0,23,0,35,1.27,88,115,107,2.78,63.6,75.9,51.3,300,270,25.9,36
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Oct-16,7.2,590,7,18,13,0,5,0,7,0,28,1.87,82,555,439,5.72,51,59.8,42.3,290,290,30,39
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Nov-16,6.7,590,0,17,7,0,19,3,0,0,22,0.77,66,1306,752,2.35,39.9,49.1,30.8,280,300,29.1,38
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Dec-16,8.5,590,0,21,13,3,29,10,0,0,-12,0.81,50,2478,1171,4.05,27.2,34.4,20.1,310,280,31.1,40
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jan-17,8.1,0,0,17,9,3,24,11,0,0,-5,0.85,51,3641,1163,4.28,27.5,34.6,20.4,280,300,30,42
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Feb-17,9.2,0,0,15,7,0,24,11,0,0,6,0.91,69,4593,952,3.1,31,39.7,22.3,300,300,32,41
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Mar-17,9.8,0,0,11,8,1,25,11,0,0,-2,0.9,65,5759,1166,3.42,27.4,36.6,18.2,290,10,38,49
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Apr-17,8.3,2,2,18,10,0,9,0,8,0,24,1.6,82,6225,466,5.04,49.5,60.1,38.9,290,300,31.1,41
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",May-17,7.8,16,13,19,11,0,3,0,10,0,30,0.87,89,6544,319,5.38,55.1,65.4,44.9,280,260,36,49
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jun-17,6.5,91,75,15,9,0,0,0,23,2,40,0.43,91,6636,91,3.2,64.5,75.3,53.6,290,280,36,64
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jul-17,4.9,220,129,14,9,0,0,0,30,0,48,1.46,85,3,3,5.36,69.1,78.8,59.3,110,360,23.9,30
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Aug-17,5.1,327,107,10,4,0,0,0,30,0,44,0.8,88,51,47,2.03,66.9,78.6,55.2,180,170,33.1,43
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Sep-17,4,402,75,10,6,0,0,0,19,0,37,0.97,89,184,133,2.69,63,74.7,51.4,330,330,23.9,29
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Oct-17,6.3,411,9,13,8,0,1,0,15,0,29,1.91,81,480,296,5.5,55.7,67,44.5,270,280,32,43
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Nov-17,7.6,411,0,17,10,0,23,1,0,0,13,1.28,64,1319,839,4.77,37,46.3,27.7,270,260,32,42
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Dec-17,7.2,411,0,17,6,7,29,17,0,0,-16,0.8,53,2646,1327,2.72,22.2,29.4,15,260,270,36,47
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jan-18,7.2,0,0,12,5,10,28,17,0,0,-22,1.09,58,4078,1433,2.29,18.8,29.3,8.3,270,280,32,47
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Feb-18,7.4,0,0,16,9,1,26,8,1,0,-2,0.66,72,5090,1011,2.79,28.9,39.1,18.6,300,290,32,40
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Mar-18,8.1,0,0,15,10,0,28,7,0,0,3,1.24,52,6155,1065,3.25,30.6,37.8,23.5,290,280,29.1,37
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Apr-18,8.9,0,0,21,10,0,21,1,2,0,16,0.87,73,6971,816,3.43,37.8,46.7,28.9,120,250,36.9,54
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",May-18,6.5,33,33,11,6,0,1,0,24,0,29,0.63,88,7117,147,2.74,61.3,74,48.6,270,290,40,52
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jun-18,6,95,62,11,4,0,0,0,23,2,43,0.52,92,7186,68,1.57,64.8,76.6,53,300,290,31.1,39
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jul-18,5.6,355,260,10,6,0,0,0,31,7,45,1.2,97,4,4,3.56,73.3,85.5,61,110,110,29.1,40
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Aug-18,5.1,577,222,15,8,0,0,0,31,3,48,1.18,92,9,5,3.34,72,81.1,62.9,310,300,29.1,34
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Sep-18,5.4,704,127,11,9,0,0,0,19,2,38,1.4,90,137,128,4.07,65,74.2,55.7,290,110,25.9,34
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Oct-18,7.2,719,15,19,13,0,5,0,4,0,26,1.13,83,648,511,5.04,49,56.4,41.7,290,280,36,44
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Nov-18,7.8,719,0,21,14,2,20,5,0,0,-4,0.87,65,1572,924,4.96,34.2,39.7,28.7,290,300,35.1,49
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Dec-18,6.5,719,0,15,10,0,29,15,0,0,5,1.19,60,2700,1128,3.54,28.6,35.9,21.3,320,320,35.1,40
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jan-19,8.3,0,0,8,5,5,31,21,0,0,-20,1.47,52,4113,1413,3.56,19.4,28.3,10.5,280,290,38,55
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Feb-19,8.7,0,0,18,7,3,26,16,0,0,-9,0.45,59,5267,1154,2.04,23.8,32.6,15,270,280,36,52
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Mar-19,8.3,0,0,12,5,0,26,9,0,0,1,0.4,64,6345,1078,1.41,30.2,40.1,20.3,290,290,31.1,39
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Apr-19,8.5,1,1,14,9,0,13,0,4,0,19,1.37,76,6924,579,5.15,45.7,56.7,34.7,310,290,36.9,49
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",May-19,6.9,4,4,20,13,0,0,0,11,0,35,2.15,83,7232,308,8.06,55.2,65,45.3,320,320,38,46
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jun-19,5.8,54,50,17,12,0,0,0,23,0,37,1.37,88,7320,88,5.26,63.7,76,51.5,280,260,25.9,37
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jul-19,4.7,286,232,10,7,0,0,0,30,5,52,3.09,91,0,0,6.86,72.5,83.8,61.1,310,310,38.9,46
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Aug-19,4.7,390,103,13,10,0,0,0,30,0,47,1.6,89,21,21,5.75,67.7,79.2,56.1,280,280,35.1,42
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Sep-19,5.1,415,25,13,8,0,0,0,23,0,42,1.07,85,136,115,3.3,62,73.3,50.7,310,280,25.1,32
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Oct-19,6,421,6,15,10,0,1,0,4,0,31,2.96,85,553,416,10.48,51.8,61.7,41.9,290,250,35.1,45
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Nov-19,6.9,421,0,13,9,0,25,6,0,0,4,0.47,58,1461,908,2.31,33.8,41.4,26.1,250,260,36,48
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Dec-19,7.4,421,0,18,9,1,27,11,0,0,-2,0.76,52,2616,1156,4.13,27.7,35.4,20,290,120,31.1,42
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jan-20,7.6,0,0,13,7,2,26,9,0,0,-8,0.51,66,3751,1135,2.17,28.4,36.5,20.3,290,290,36.9,52
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Feb-20,7.2,0,0,12,6,5,27,9,0,0,-10,0.9,53,4833,1082,2.87,26.3,35,17.7,280,270,33.1,44
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Mar-20,8.3,0,0,14,8,0,22,0,1,0,4,0.45,72,5671,838,2.65,38,47.3,28.6,290,280,33.1,47
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Apr-20,8.7,0,0,16,7,0,15,0,0,0,20,0.56,68,6345,674,2.51,42.5,52.3,32.7,280,280,36.9,46
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",May-20,7.4,61,61,14,7,0,8,0,15,2,24,1.55,92,6687,342,3.44,56,68,43.9,280,290,35.1,43
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jun-20,5.6,191,129,10,5,0,0,0,26,4,36,0.43,93,6759,71,1.35,66.9,79.8,54.1,310,320,31.1,45
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jul-20,5.1,478,287,16,12,0,0,0,31,7,55,1.43,94,0,0,7.11,74.3,85.8,62.7,270,300,23,28
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Aug-20,5.6,657,179,12,6,0,0,0,31,2,49,1.13,91,15,15,3.32,70.3,81.1,59.5,270,270,30,37
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Sep-20,5.4,716,59,9,3,0,1,0,20,0,30,0.84,89,174,159,2.28,61.7,73.3,50.1,270,150,21,32
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Oct-20,5.8,718,2,14,9,0,4,0,4,0,23,0.48,80,646,472,3.08,49.8,59.8,39.8,310,310,36.9,47
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Nov-20,6.9,718,0,16,10,0,17,1,6,0,20,0.82,78,1312,666,3.15,42.8,53,32.6,290,260,28,37
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Dec-20,7.4,718,0,14,6,1,28,11,0,0,-2,0.88,55,2371,1059,2.44,30.8,37.6,24,280,300,31.1,42
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jan-21,6.7,0,0,10,4,4,29,16,0,0,-7,0.81,39,3639,1268,1.44,24.1,30.4,17.8,300,290,25.9,36
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Feb-21,6.3,0,0,12,3,4,28,18,0,0,-9,0.48,50,4826,1187,1.11,22.6,31.3,13.9,280,290,33.1,46
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Mar-21,8.9,0,0,9,6,0,24,4,2,0,1,0.52,74,5720,894,1.61,36.2,48.2,24.1,300,300,42.9,55
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Apr-21,7.6,0,0,14,8,0,12,0,7,0,15,0.62,80,6261,541,2.39,47,58.6,35.4,280,270,32,44
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",May-21,6,39,39,12,7,0,3,0,15,1,31,0.7,91,6583,322,3.62,55.9,68.6,43.1,310,310,36,43
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jun-21,5.6,211,172,14,9,0,0,0,28,5,42,1.8,92,6628,45,5.58,69.2,81.2,57.3,330,320,29.1,38
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jul-21,5.4,367,155,22,15,0,0,0,30,0,47,1.18,88,11,11,7.71,69.7,79,60.3,310,320,36.9,43
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Aug-21,4.7,618,252,14,10,0,0,0,31,2,49,1.65,91,17,6,6.45,72.9,82.8,63,330,330,23,35
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Sep-21,5.4,648,29,10,9,0,0,0,24,0,40,1.79,80,103,85,4.43,63.1,73.5,52.7,300,280,31.1,43
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Oct-21,6,655,7,19,13,0,1,0,12,0,31,1.6,78,383,281,7.07,56.2,65,47.4,100,100,23.9,35
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Nov-21,6,655,0,15,8,0,23,1,0,0,16,0.99,63,1199,816,2.89,37.8,46.7,29,290,270,25.9,36
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Dec-21,7.6,655,0,16,7,0,26,5,0,0,12,0.75,63,2160,962,3.47,34,40.9,27,280,250,38,53
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jan-22,6.9,0,0,7,3,12,30,20,0,0,-17,0.4,49,3678,1517,0.95,16.1,27.4,4.7,290,100,32,42
